"1","1","1","日本橋雪晴","Nihonbashi, Edo Castle, Mount Fuji","1","1856","35.6840689822199","139.774530310587","247.5","1","「名所江戸百景」の最初の一枚。手前は魚河岸で江戸の台所として活気を呈した。江戸湊で荷揚げした全国からの物資は、小型船に積み替えられて日本橋川の河岸から陸揚げされ江戸の経済を支えていた。","The first piece of “One Hundred Famous Views of Edo” depicts bustling activity at the fish market, known as Edo’s kitchen. Goods from across the country, unloaded at Edo Port, were transferred onto smaller boats and then transported ashore from the banks of the Nihonbashi River, sustaining Edo’s economy."
"2","1","2","霞がせき","Kasumigaseki","1","1857","35.674813647014","139.751015058617","112.5","1","行き交う人々や門松で表現した正月の風景。右手は福岡藩（黒田家）、左手は広島藩（浅野家）の上屋敷、間の坂道を霞が関という。坂の上からは白帆が浮かぶ江戸湾を一望することができたという。","The New Year scene depicted bustling crowds and gate pine decorations. On the right stood the residence of the Fukuoka Clan (Kuroda family), and on the left, the Hiroshima Clan (Asano family). Between them, a slope led to Kasumigaseki. From atop the slope, one could overlook Edo Bay, dotted with white sails."
"3","1","3","山下町日比谷外さくら田 ","Hibiya and Soto-Sakurada from Yamashita-chō","1","1857","35.6724779742427","139.759292641768","292.5","1","門松の向こうで向かい合う羽子板が、姿の見えない娘たちが追羽根を楽しむ様子を思わせる正月の風景。正面の赤門は佐賀藩（鍋島家）の上屋敷。からめっ子という、凧同士で糸を絡ませ相手から奪った凧が描かれている。","Beyond the gate pine decorations, facing each other, hagoita (battledore) hint at the unseen daughters enjoying a spirited New Year’s game of hanetsuki (a game similar to badminton). The prominent red gate in the foreground belongs to the residence of the Saga Clan (Nabeshima family). "
"4","1","4","永代橋佃しま","Tsukudajima and Eitai Bridge","1","1857","35.6778754455477","139.787373507996","180","1","永代橋の下から隅田川の下流を望む。右手は御船蔵の大型船、篝火を焚いた小舟は夜の白魚漁の様子。冬から春にかけて闇夜の海に転々と浮かぶ白魚漁の漁火は江戸の風物詩の一つであった。","Viewing downstream of the Sumida River from under Eitai Bridge, on the right, large ships of the Shugunate Boat Warehouse are moored, while small boats with bonfires depict nighttime icefish fishing. These fishing fires, flickering on the dark sea from winter to spring, were a poetic symbol of Edo."
"5","1","5","両ごく回向院元柳橋","Ekōin Temple in Ryōgoku and Moto-Yanagi Bridge","1","1857","35.6935741277571","139.791229205329","225","1","回向院から対岸、薬研堀に架かる元柳橋を見たもの。行き場を失い多くの犠牲者を出した明暦の大火（1657年）を踏まえ幕府は両国橋を架け、無縁仏を供養するために橋の東詰に回向院を建てた。","From Ekōin Temple, the view includes Motoyanagi Bridge spanning the Yagenbori Moat on the opposite bank. Reflecting on the devastating Great Fire of Meireki in 1657, the shogunate constructed Ryōgoku Bridge and established Ekōin Temple on the eastern approach of the bridge to enshrine the spirits of the unclaimed dead."
"6","1","6","馬喰町初音の馬場","Hatsune Riding Ground in Bakuro-chō","1","1857","35.6943738785273","139.782542523759","225","1","初音の馬場は、中央に築かれた土堤の周りを回る仕組みとなっていた。馬場の北側の郡代屋敷では関東における幕府直轄地の訴訟を扱っており、訴訟のため足を運んだ農民が泊まる公事宿が周辺に集中していた。","At Hatsune no Baba, a system was devised where a track encircled a central embankment. To the north of the track, the Magistrate’s Residence handled litigation over the shogunate’s direct control lands in the Kanto region. Nearby, public lodgings concentrated for peasants who traveled there for lawsuits, offering them accommodations."
"7","1","7","大てんま町木綿店","Shops with Cotton Goods in Ōdenma-chō","1","1858","35.6885228772455","139.776622835997","67.5","1","伊勢津の木綿店「たばたや」の店構え。伊勢や尾張、三河など木綿生産地の商人がこの辺りで店を開き、大伝馬町一丁目あたりは多くの木綿店が軒を並べていた。付き人を従えた芸妓たちが楽しげに通り過ぎていく。","The storefront of the cotton shop “Tabataya” in Isetsu. Merchants from cotton-producing regions such as Ise, Owari, and Mikawa opened shops around this area, with many cotton shops lining the streets around Ōdenma-chō 1-chōme. Geishas accompanied by attendants pass by cheerfully."
"8","1","8","する賀てふ ","Suruga-chō","1","1856","35.6861750600125","139.773658862813","247.5","1","両側の店構えは呉服店「越後屋」今の三越である。「現金掛け値なし」の新商法で繁盛した。日本橋の南北の町屋は江戸城と富士山が望めるように街づくりされており、駿河町の名もそれに由来する。","On both sides, there are kimono stores like “Echigoya,” which is now Mitsukoshi. They thrived with a new business strategy of “cash transactions only.” The north-south towns of Nihonbashi were built so that Edo Castle and Mount Fuji could be seen, and Suruga-chō’s name also originates from this."
"9","1","9","筋違内八ツ小路 ","Yatsukōji, Inside Sujikai Gate","1","1857","35.6976328600485","139.769296461816","0","1","筋違門の内側は防火のための火除地で、八方向へ道が通じていたために八ツ小路と呼ばれた。筋違門は描かれておらず、北西隣にあった辻番所に薄く灯りが灯っている。門外より屋敷に戻る奥方の行列であろうか。","Inside the inner side of Suzichigaimon Gate was a firebreak area designed for fire prevention, with roads leading in eight directions, hence called Yatsu-kōji. Suzichigaimon Gate itself is not depicted, with faint lights seen at the adjacent northwest junction station (tsuji-bansho)."
"10","1","10","神田明神曙之景","Sunrise at Kanda Myōjin Shrine","1","1857","35.7020273038064","139.76789640504","90","1","元旦の早朝、若水汲みの儀式を終えた神官と巫女、下男が明るくなっていく東の空を眺めている。神田明神は湯島台地の東端にあり、眼下に街々と遠く江戸前の海が眺められ、人々に親しまれた。","On the early morning of New Year’s Day, after completing the ritual of drawing fresh water, priests, shrine maidens, and attendants gaze at the brightening eastern sky. Kanda Shrine sits at the eastern edge of the Yushima Plateau, overlooking bustling neighborhoods below and the distant Edo Bay, beloved by the people."
"11","1","11","上野清水堂不忍ノ池","Kiyomizu Hall and Shinobazu Pond at Ueno","1","1856","35.7126385860692","139.773569640758","270","1","清水堂は京都の清水寺を模して建てられたもの。咲く時期の異なる桜が植えられた上野の山には春先には桜の花が絶えることがなかったが、寛永寺の境内という堅苦しさが若い衆に忌避され、花見は老人や女性が多かったという。","Kiyomizu-do was modeled after Kyoto’s Kiyomizu Temple. On the hills of Ueno cherry blossoms never ceased to bloom in early spring. However, the formality of Kan’ei-ji Temple’s grounds deterred young men, making cherry blossom viewing predominantly attended by older people and women."
"12","1","12","上野山した","Ueno Yamashita","1","1858","35.7107426433675","139.773722443","90","1","上野の山への入り口、火除地であり広場は茶屋や見せ物で賑わった。鰈が吊り下げられているのは志そめし屋「伊勢屋」で、土手との間の小道の先に五条天神が見える。蛇の目傘は奥女中の見物一行であろうか。","The entrance to the hills of Ueno served as a firebreak area, bustling with tea houses and attractions. At the dried flounder hanging shop “Iseya,” a path beyond the embankment leads to the Gojō Tenjin Shrine. Could the parasol with a snake’s eye pattern belong to a procession of lady attendants enjoying the sights?"
"13","1","13","下谷広小路","Shitaya Hirokōji","1","1856","35.7074833285158","139.773393668873","0","1","上野や湯島の高台の下を下谷といい、明暦の大火（1657）より火除地を兼ねた下谷広小路が整備された。店構えは「伊藤松坂屋」（今の松坂屋）、その先の土蔵から通りに突き出た小屋は髪結床である。","Below the hills of Ueno and Yushima, the area known as Shitaya was designated as a firebreak zone following the Great Fire of Meireki in 1657. Shitaya Hirokōji was developed for this purpose. The storefront “Itō Matsuzakaya” (now Matsuzakaya) stands there."
"14","1","14","日暮里寺院の林泉","Temple Gardens in Nippori","1","1857","35.731127168657","139.766057801585","22.5","1","上野から続く日暮里や谷中の台地には多くの寺社が建てられ、境内には地形を利用した庭園が造成された。春の花見時には崖通りの道に出茶屋が並び、看板娘により茶菓子が供された。","On the plateau extending from Ueno to Nippori and Yanaka, many temples and shrines were built, featuring gardens landscaped with the terrain. During spring cherry blossom viewing, teahouses lined the cliffside streets, where tea and sweets were served by hostesses."
"15","1","15","日暮里諏訪の台","Suwa Bluff in Nippori","1","1856","35.7308749785926","139.767089797535","22.5","1","諏訪神社境内に咲いた桜の下で花見を楽しむ人々を描く。日暮里の台地は、遠くに利根川や筑波山を見通せる風光明媚な観光地であった。古くは新堀と呼ばれていたが、日の暮れるのも惜しいことから日暮里となったとも。","People are enjoying cherry blossom viewing under the cherry trees blooming in the precincts of Suwa Shrine. The plateau of Nippori was a scenic tourist spot where one could overlook distant views of the Tone River and Mount Tsukuba. “Nippori” menas a shame to leave when the sun was setting."
"16","1","16","千駄木団子坂花屋敷","Flower Park and Dangozaka Slope in Sendagi","1","1856","35.7206960860141","139.759945520356","0","1","一日に千駄の薪が採れる雑木林があったから千駄木と呼ばれたとも。団子坂の上からは佃島まで遠望できたという。団子坂は地図の地点より北に現存するが、描かれた林泉は根津神社であり藪下通りを描いたものとする説を採用した。","It is said that Senda-gi was named after a forest from which one thousand bundles of firewood could be collected in a day. It is also said that from the top of Dango-zaka, one could see Tsukudajima. Dango-zaka still exists north of the current map location, but it is believed that the depicted forest spring is Nezu Shrine."
